,Full_Names,Gender
12843,Đỗ Ngọc Quý,1
12844,Đoàn Nguyễn Bích Trúc,0
12845,Lê Thị Cẩm Thương,0
12846,Trần Xuân Thoài,1
12847,Vũ Ngọc Lành,1
12848,Phạm Thị Thu Trang,0
12849,Hồ Bảo Anh,1
12850,Nguyễn Hoàng Tuấn Anh,1
12851,Đinh Hoàng Ngọc Hà,0
12852,Trương Kim Ngân,0
12853,Phạm Minh Toàn,1
12854,Trần Thị Hồng Vân,0
12855,Từ Thị Diệu Hiền,0
12856,Đỗ Thị Mỹ Anh,0
12857,Lê Đào Sỷ Quý,1
12858,Nguyễn Thị Ngọc Ân,0
12859,Nguyễn Thanh Hải,1
12860,Nguyễn Thị Minh Thư,0
12861,Đinh Thị Ngọc Ánh,0
12862,Trần Thị Kim Hương,0
12863,Nguyễn Sanh,1
12864,Hồ Thị Thúy Duyên,0
12865,Võ Thị Bích Trâm,0
12866,Lương Thị Mỹ Huyền,0
12867,Nguyễn Văn Bình,1
12868,Tạ Ngọc Ánh,0
12869,Lê Quốc Cường,1
12870,Nguyễn Quang Trung,1
12871,Nguyễn Thị Nga,0
12872,Trần Quốc Huy,1
12873,Nguyễn Quang Huy,1
12874,Nguyễn Thị Thúy Vy,0
12875,Trần Quang Duy,1
12876,Nguyễn Long Toàn,1
12877,Trương Ngọc Hải YẾn,0
12878,Trần Bá Vương,1
12879,Trần Vũ Trường,1
12880,Bùi Thị Cẩm Tiên,0
12881,Trần Văn Sinh,1
12882,Đàm Thị Hiến,0
12883,Vũ Anh Đức,1
12884,Bùi Minh Đăng,1
12885,Qua ch Thị Thoa,0
12886,Trần Thị Thiên Kiều,0
12887,Nguyễn Văn Nhật,1
12888,Trà Ngọc Phương An,0
12889,Lê Đình Đích,1
12890,Lưu Quốc Huy,1
12891,Đỗ Văn Thông,1
12892,Bùi Thiện Nhân,1
12893,Trần Thị Cẩm Tú,0
12894,Lê Thanh Huy,1
12895,Hồ Trọng Phú,1
12896,Đinh Tiến Đạt,1
12897,Nguyễn Minh Tiến,1
12898,Võ Hoàng Bảo,1
12899,Nguyễn Tiến Sỹ,1
12900,Nguyễn Hoài Thu Phương,0
12901,Nguyễn Thị Cẩm Giang,0
12902,Nguyễn Phương Duyệt,1
12903,Ngô Gia Kiệt,1
12904,Dương Trường Vũ,1
12905,La Thị Nhi,0
12906,Vũ Minh Đức,1
12907,Võ Thanh Nhân,1
12908,Nguyễn Văn Tín,1
12909,Bạch Thị Thúy Hà,0
12910,Bùi Quan Nam,1
12911,Tô Đỗ Thảo My,0
12912,Trần Thị Anh Tiều,0
12913,Hoàng Ngọc Hùng,1
12914,Nguyễn Trang Niu,0
12915,Hà Văn Thương,1
12916,Lê Minh Hiếu,1
12917,Lê Long Hồ,1
12918,Hà Thị Thi,0
12919,Trần Thị Kim Ngân,0
12920,Nguyễn Thị Thúy Nga,0
12921,Võ Phi Hùng,1
12922,Nguyễn Trường Huy,1
12923,Nguyễn Thị Thanh Trà,0
12924,Nguyễn Thế Huy,1
12925,Nguyễn Đình Anh Tài,1
12926,Phạm Quốc Cường,1
12927,Nguyễn Thị Kim Xuyến,0
12928,Đinh Quang Thái,1
12929,Nguyễn Tuấn Kiệt,1
12930,Nguyễn Chí Thanh,1
12931,Nguyễn Thị Ngọc Linh,0
12932,Ngô Minh Nhí,1
12933,Đỗ Thị Hương,0
12934,Ngô Lâm Thịnh,0
12935,Nguyễn Hoàng Anh Tú,1
12936,Trịnh Thị Dung,0
12937,Lê Văn Thọ,1
12938,PhạmNhư Ngọc,0
12939,Võ Thị Thúy Diễm,0
12940,Lê Thị Thắm,0
12941,Hoàng Nguyễn Nhật Tú,0
12942,Lê Thị Cẩm Bình,0
12943,Phan Hoàng Nhân,1
12944,Trần Chí Khang,1
12945,Trương Thị Hồng Sim,0
12946,Trần Trọng Khiêm,1
12947,Trần Đình Khang,1
12948,Nguyễn Thị Kim Ngân,0
12949,Phạm Nguyễn Minh Tiến,1
12950,Trần Văn Hoàng,1
12951,Phạm Thị Mỹ Thoa,0
12952,Nguyễn Hồng Phúc,1
12953,Nguyễn Hữu Qúi,1
12954,Tô Đình Huy,1
12955,Phạm Thành Sự,1
12956,Nguyễn Thị Bích Phú,0
12957,Lâm Hoàng Thuận Yến,0
12958,Nguyễn Khắc Cường,1
12959,Hà Đức Thành,1
12960,Phạm Hiếu Nhi,0
12961,Trương Hoàng Yến Nhi,0
12962,Đặng Thị Kim Thùy,0
12963,Ngô Thy Giang,0
12964,Bùi Đức Anh,1
12965,Nguyễn Viết Nam,1
12966,Nguyễn Kim Luyến,0
12967,Thái Quốc Toàn,1
12968,Phạm Trung Kiên,1
12969,Hoàng Anh Dũng,1
12970,Lê Khánh Vinh,1
12971,Vũ Nguyễn Nhật Thanh,1
12972,Đặng Nguyên Chương,1
12973,Nguyễn Dương Hoài Linh,0
12974,Nguyễn Thị Tuyết Ngân,0
12975,Nay Múi,0
12976,Phạm Tường Vy,0
12977,Nguyễn Thị Anh Thư,0
12978,Phạm Thị Thu Tâm,0
12979,Nguyễn Thị Gia Quỳnh,0
12980,Phạm Thị Phương,0
12981,Nguyễn Hữu Khang,1
12982,Cao Chí Nguyên,1
12983,Tôn Thất Bảo Đạt,1
12984,Nguyễn Hữu Khang,1
12985,Bùi Đình Tuyên,1
12986,Cao Vũ Trường An,1
12987,Phan Lê Thanh Trường,1
12988,Huỳnh Thị Kim Cương,0
12989,Phan Thị Tường Vi,0
12990,Mai Thị Xuân Nghiên,0
12991,Hồ Thị Sen,0
12992,Cao Việt Quang,1
12993,Phạm Hoài Nghi,1
12994,Tần Thùy Trang,0
12995,Nguyễn Thị Như Nguyệt,0
12996,Lê Khánh Linh,0
12997,Hồ Đăng Thi,1
12998,Phan Thị Tường Vy,0
12999,Trần Chí Linh,1
13000,Phạm Thành Sang,1
13001,La Hoàng Vĩ,1
13002,Nguyễn Tuấn Anh,1
13003,Trương Thị Hồng,0
13004,Lương Hữu Đăng Khoa,1
13005,Lê Xuân Minh,1
13006,Nguyễn Thị Thanh Diễn,0
13007,Lê Văn Nguyên,1
13008,Nguyễn Kiều Vinh,1
13009,Ha Thị Kim Phượng,0
13010,Trần Thị Thùy Linh,0
13011,Trần Hiếu Nghĩa,1
13012,Hồ Quốc Khánh,1
13013,Nguyễn Duy An,1
13014,Võ Nguyễn Thanh Phong,1
13015,Trịnh Minh Phát,1
13016,Nguyễn Long Ngọc Đỉnh,1
13017,Hoàng Kim Tiền,1
13018,Nguyễn Thiện Nhân,1
13019,Lê Bá Phúc Hiếu,1
13020,Võ Huỳnh Phương Nhung,0
13021,Hồ Thị Phong,0
13022,Nguyễn Vũ Quỳnh Như,0
13023,Phạm Thành An,1
13024,Nguyễn Thị Quế Chi,0
13025,Nguyễn Kim Bằng,1
13026,Nguyễn Mai Phương Khanh,0
13027,Lê Anh Tuấn,1
13028,Phan Thị Bích Phương,0
13029,Nguyễn Văn Quí,1
13030,Lưu Hồng Linh,0
13031,Huỳnh Thị Ngọc Bích,0
13032,Nguyễn Thị Kim Oanh,0
13033,Nguyễn Phụng Hoàn Minh,1
13034,Lâm Thảo Vy,0
13035,Nguyễn Hoàng Phúc,1
13036,Phạm Vũ Hoài Phương,1
13037,Phan Ngọc Quang,1
13038,Hà Châu Phương,0
13039,Võ Đông Dương,1
13040,Phan Thị Kim Diệu,0
13041,Mậu Hoàng Phúc,1
13042,Nguyễn Duy Thanh,1
13043,Lê Tuấn Phước,1
13044,Ngô Xuân Dũng,1
13045,Lê Hồng Nhiên,0
13046,Nguyễn Thị Linh Chi,0
13047,Trần Thương Trường,1
13048,Cao Nguyễn Minh Thư,0
13049,Đặng Thị Bích Vươn,0
13050,Trương Đình Văn,1
13051,Huỳnh Ngọc Thiên Trang,0
13052,Nguyễn Hoàng Sơn,1
13053,Lê Tấn Phú Thạnh,1
13054,Trần Ngọc Huỳnh Nhi,0
13055,Trần Hoài Xuân Nữ,0
13056,Phạm Âu Thành Trung,1
13057,Nguyễn Hoàng Đức,1
13058,Võ Đinh Khoa,1
13059,Huỳnh Thị Thúy Nguyên,0
13060,Phạm Thiên Ân,1
13061,Nguyễn Thị Hồng Nhung,0
13062,Cổ Ngọc Quỳnh Lam,0
13063,Lê Đăng Khôi,1
13064,Đỗ Hiếu Lợi,1
13065,Lê Đoàn Huynh,1
13066,Ngô Tấn Thành,1
13067,Trần Thị Dâng,0
13068,Lê Trọng Kỹ,1
13069,Vũ Đình Bảo Anh,1
13070,Tăng Võ Minh Tâm,0
13071,Nguyễn Thị Ngọc Hà,0
13072,Lê Ngô Văn,1
13073,Châu Thế Trung,1
13074,Đặng Thị Hòa Thuận,0
13075,Trần Nguyên Khánh,1
13076,Trần Công Phát,1
13077,Trần Trọng Đạt,1
13078,Lê Võ Khánh Linh,0
13079,Phan Thị Tú Xuyên,0
13080,Chung Trương Quốc Khang,1
13081,Đặng Bảo Nguyên,1
13082,Hồ Thị Thu Phương,0
13083,Nguyễn Hồng Sơn,1
13084,Thái Viết Phong,1
13085,Hồ Thanh Phương,1
13086,Trương Gia Huy,1
13087,Lã Thành Long,1
13088,Nguyễn Thị Huyền,0
13089,Phan Tấn Lộc,1
13090,Phạm Vũ Thùy Vân,0
13091,Nguyễn Quốc Khánh,1
13092,Nguyễn Bá Thái,1
13093,Nguyễn Huỳnh Xuân,0
13094,Nguyễn Hoài Phong,1
13095,Trần Tuấn Kiệt,1
13096,Võ Thị Mỹ Quyên,0
13097,Võ Thị Thùy Trang,0
13098,Đinh Thụy Hoài Thương,0
13099,Mậu Hoàng Minh Tuấn,1
13100,Thạch Si Tha,1
13101,Võ Thị Một,0
13102,Lý Thị Bạch,0
13103,Nguyễn Thế Vinh,1
13104,Nguyễn Triệu Bảo,1
13105,Nguyễn Thị Ngọc Trâm,0
13106,Lê Văn Phước,1
13107,Trần Quang Khải,1
13108,Nguyễn Thị Diễm My,0
13109,Trần Ngọc Tuyết Nhung,0
13110,Phạm Bảo An,1
13111,Huỳnh Thị Mỹ Duyên,0
13112,Lê Văn Tấn Phát,1
13113,ĐẬu Trương Diễm Quỳnh,0
13114,Phạm Công Lâm Bảo,1
13115,Nguyễn Viết Hưng,1
13116,Nguyễn Thị Phương Thương,0
13117,Nguyễn Gia Tùng,1
13118,Nguyễn TrỊnh Cẩm Ly,0
13119,Lê Việt Thắng,1
13120,Nguyễn Thanh Thảo,1
13121,Nguyễn Hữu Thắng,1
13122,Nguyễn Băng Kiều,0
13123,Nguyễn Minh Tiến,1
13124,Nguyễn Tài Nguyên,1
13125,Nguyễn Thịnh Khang,1
13126,Nguyễn Đức Huy,1
13127,Nguyễn Thị Oanh Thi,0
13128,Bành Phúc Thịnh,1
13129,Bùi Thị Thanh Tâm,0
13130,Trần Văn Hiếu,1
13131,Trương Thị Bảo Nhi,0
13132,Phan Quốc Vũ,1
13133,Nguyễn Lê Thành,1
13134,Nguyễn Thanh Long,1
13135,Trương Quốc KiỆt,1
13136,Phan Thị Mỹ Lệ,0
13137,Nguyễn Thị Huỳnh Như,0
13138,Nguyễn Ngọc Phong,1
13139,Ngô Thị Ngọc Trâm,1
13140,Bùi Thị Kim Anh,0
13141,Lê Thị Ngọc Trang,0
13142,Bùi Thị Bích Hậu,0
13143,Nguyễn Quốc Lảnh,1
13144,Lê Thị Mỹ Linh,0
13145,Võ Thị Huỳnh Như,0
13146,Nguyễn Thị Diệu Ảnh,0
13147,Mai Nguyễn Phẩm Duyên,0
13148,Trịnh Đình Phúc,1
13149,Lê Thị Minh Như,0
13150,Đặng Duy Long,1
13151,Dương Chánh Tây,1
13152,Phạm Nguyễn Quỳnh Hoa,0
13153,Nguyễn Thị Ngọc Điễm,0
13154,Võ Thu Phương,0
13155,Hồ Thị Minh Nguyệt,0
13156,Nguyễn Minh Đông,1
13157,Nguyễn Văn Trạng,1
13158,Trương Tâm Như,0
13159,Trương Thanh Nam,1
13160,Trương Thị Hồng Đào,0
13161,Phan Thị Quỳnh Anh,0
13162,Phan Thanh Tú,1
13163,Phan Gia Hân,0
13164,Nguyễn Lê Na,0
13165,Nguyễn Phạm Duy Bằng,1
13166,Nguyễn Thị Kim Sum,0
13167,Bạch Nhật Minh,1
13168,Trần Thị Ngọc Hân,0
13169,Võ Hoàng Xuân Đạt,1
13170,Trần Thanh Tuấn,1
13171,Nguyễn Ngọc Quyên,0
13172,Huỳnh Di,1
13173,Nguyễn Đình Trung,1
13174,Nguyễn Huỳnh Thi,0
13175,Nguyễn Hải Long,1
13176,Nguyễn Đức Huy,1
13177,Ngô Quang Trí,1
13178,Đào Thị Thùy Trang,0
13179,Nguyễn Ngọc Luân,1
13180,Đoàn Đức Luận,1
13181,Đinh Thị Yến Ngân,0
13182,Trần Hoàng Thủy Tiên,0
13183,Phan Quốc Anh,1
13184,Nguyễn Thị Kim Thảo,0
13185,Đặng Tấn Khải,1
13186,Nguyễn Thành Phúc,1
13187,Ngô KẾ Minh Thuận,1
13188,Võ Như Kha,0
13189,Trần Lâm Sung,1
13190,Lư Phúc Trọng,1
13191,Ký Tấn Sang,1
13192,Đặng Văn Minh,1
13193,Ngô Thành Luân,1
13194,Hà Trọng Nhân,1
13195,Điểu Trung Tiến,1
13196,Lã Tuấn Vinh,1
13197,Huỳnh Vũ Thanh Trúc,0
13198,Huỳnh Hoàng Hữu,1
13199,Ca Thị Kim Tuyến,0
13200,Lê Hoàng Phúc,1
13201,Đỗ Hữu Thành,1
13202,Phạm Thị Thảo Phượng,0
13203,Phan Thị YẾn Loan,0
13204,Hồ Thị Ngọc Yên,0
13205,Lê Nhật Anh,1
13206,Huỳnh Thị Tuyết Nhi,0
13207,Trần Văn Trường,1
13208,Trần Thị Kim Tuyền,0
13209,Phạm Thị Minh,0
13210,Nguyễn Thị Nhân,0
13211,Phạm Ngọc Minh Khuê,0
13212,Hồ Đức Hải,1
13213,Đỗ Thị Hy,0
13214,Lê Phú Bình,1
13215,Đỗ Duy Khang,1
13216,Đặng Nguyễn Như Phượng,0
13217,Phạm Văn Quốc,1
13218,Nguyễn Thiên Ân,0
13219,Ngô Xuân Nhi,0
13220,Nguyễn Thị Minh Hải,0
13221,Dương Vĩnh Nghi,0
13222,Trần Thị Thanh Ngân,0
13223,Hoàng Văn Tiến Nhật,1
13224,Trần Thị Hường,0
13225,Phạm Trần Phan,1
13226,Lê Thị Thu Phương,0
13227,Lê Đức Duy,1
13228,Võ Thị Vinh,0
13229,Đào Quang Nhật,1
13230,Lê Nguyên Tuấn,1
13231,Phan Thị Kiều,0
13232,Trịnh Văn Hải,1
13233,Nguyễn Trương Anh Tuấn,1
13234,Đặng Thị Phương Vi,0
13235,Nguyễn Văn Luân,1
13236,Nguyễn Thị Hồng Trinh,0
13237,Phan Chí Khang,1
13238,Lào Văn Phấn,1
13239,Trần Thị Ngọc Minh,0
13240,Nguyễn Duy Sơn,1
13241,Nguyễn Thị Mỹ Liên,0
13242,Võ Hoài Nam,1
13243,Đinh Quốc Tài,1
13244,Võ Đức Trung Hiếu,1
13245,Trần Hoàng Yên,0
13246,Phan Nguyễn An Trung,1
13247,Lâm Quang Hòa,1
13248,Lâm Quang Châu,1
13249,Cao Phan Tiến Dũng,1
13250,Đỗ Minh Phương,0
13251,Đào NgọcTường Vy,0
13252,Phạm Ngọc Triệu,1
13253,Phạm Ngọc Anh Tín,1
13254,Rơ Ô Grưm,0
13255,Võ Kim Pha,0
13256,Lê Thị Ngọc Hiền,0
13257,Huỳnh Thị Yến Nhi,0
13258,Nguyễn Văn An,1
13259,Nguyễn Văn Quyết,1
13260,Nguyễn Thị Ngọc Thắm,0
13261,Nguyễn Duy Tài,1
13262,Lê Thị Duyên,0
13263,Trần Thanh Trung,1
13264,Trần Trung Thành,1
13265,Nguyễn Văn Sỹ,1
13266,Nguyễn Quang Trường,1
13267,Vũ Cát,1
13268,Trương Anh Vũ,1
13269,Trần Thế Dư,1
13270,Lê Thanh Chung,1
13271,Võ Trung Trực,1
13272,Mai Ngọc Long,1
13273,Huỳnh Nhựt Khang,1
13274,Lê Văn Quý,1
13275,Nguyễn Thị Ngọc Hạnh,0
13276,Nguyễn Thị Minh Hằng,0
13277,Nguyễn Hữu Tính,1
13278,Lê Trường Giang,1
13279,Trần Anh Khôi,1
13280,Dương Thị Quỳnh Như,0
13281,Nguyễn Quốc Huy,1
13282,Trần Kiều Huyền Trâm,0
13283,Huỳnh Văn Sơn,1
13284,Trần Tú Mỹ Linh,0
13285,Lương Quang Hiền,1
13286,Trần Lệ Quyên,0
13287,Đặng Hoàng Nam,1
13288,Nguyễn Văn Son,1
13289,Lê Thị Thúy Hằng,0
13290,Phạm Hùng Cường,1
13291,Trương Bích Tuyền,0
13292,Đoàn Thị Tuyền,0
13293,Đặng Thanh Nghĩa,1
13294,Nguyễn Thị Hồng Yến,0
13295,Nguyễn Thị Mỹ Linh,0
13296,Phạm Tấn Trung,1
13297,Bùi Trần Ngọc Dũng,1
13298,Nguyễn Minh Thái,1
13299,Đỗ Thị Trinh,0
13300,Nguyễn Thế Thịnh,1
13301,Nguyễn Hữu Ngọc Tụ,1
13302,Nguyễn Thị Phương Trang,0
13303,Lê Thị Mến,0
13304,Lê Thị Mỹ Nương,0
13305,Nguyễn Ngọc Thịnh,1
13306,Ngô Thị Yến Nhi,0
13307,Nguyễn Hoàng Huy,1
13308,Nguyễn Ngọc Vương,1
13309,Đỗ Văn Bảo,1
13310,Mai Danh Tài,1
13311,Nguyễn Thị Hồng Hạnh,0
13312,Lê Bá Khiêm,1
13313,Đàm Thu Hường,0
13314,Nguyễn Ngọc Thành Thật,1
13315,Trần Thị Kim Ngân,0
13316,Võ Nhật Huy,1
13317,Nguyễn Thanh Lễ,1
13318,Hứa Gia Bảo,1
13319,PhạmHuy Phước,1
13320,Nguyễn Quốc Thịnh,1
13321,Đoàn Thị Hồng Thắm,0
13322,Nguyễn Hoàng Nhân,1
13323,Đỗ Bích Ngọc,0
13324,Phạm Thị Cẩm Nhung,0
13325,Võ Ngọc Vinh,1
13326,Nguyễn Tấn Tú,1
13327,Nguyễn Lê Quốc Việt,1
13328,Chau Sóc Pha Nút,1
13329,Lê Văn Phước Thắng,1
13330,Nguyễn Hồng Nhân,0
13331,Ngô Ngọc Tuyền,0
13332,Nguyễn Ngọc Sinh,1
13333,Lương Thị Thùy Thương,0
13334,Nguyễn Lê Tuấn,1
13335,Mai Thành Nhân,1
13336,Nguyê Đư Phương Nguyên,1
13337,Phan Quốc Trọng,1
13338,Phạm Thị Bảo Trâm,0
13339,Nguyễn Trọng Nghĩa,1
13340,Lê Minh Đức,1
13341,Lê Quang Cường,1
13342,Chung Hiệp Hưng,1
13343,Nguyễn Quang Linh,1
13344,Lê Nam Trung,1
13345,Võ Thị Ngọc QuyỀn,0
13346,Nguyễn Thị Ngọc Lan,1
13347,Huỳnh Long Bảo Tại,1
13348,Nguyễn Quỳnh Như,0
13349,Đỗ Thị Minh Oanh,0
13350,Doanh Thị Mẫn,0
13351,Lê Anh Kiệt,1
13352,Nguyễn Như Qui,1
13353,Vũ Thị Thanh Dung,0
13354,Vũ Thị Thúy,0
13355,Trương Thị Hoa Trâm,0
13356,Hoàng Lê Anh,1
13357,Trần Thị Nhật Hằng,0
13358,Văn Ái Quy,1
13359,Thạch Thị Thảo,0
13360,Nguyễn Hoàng Diển,1
13361,Nguyễn Bá Hưởng,1
13362,Kiên Tiến Đạt,1
13363,Đinh Thị Tuyết,0
13364,Đỗ Ngọc Thịnh,1
13365,Nguyễn Tú Anh,0
13366,Đào Thị Thanh Ngân,0
13367,Dương Trọng Văn,1
13368,Phạm Huỳnh Kim Ngân,0
13369,Cao Võ Tuấn VỸ,1
13370,Nguyễn Thành Vinh,1
13371,Đoàn Văn Thành,1
13372,Bùi Bảo Lâm,1
13373,Phạm Văn Giới,1
13374,Lương Đức Huy,1
13375,Nguyễn Hoàng Anh Chiến,1
13376,Trần Thị Ánh Nguyệt,0
13377,Nguyễn Thị Thu Trà,0
13378,Dương Trọng Hiếu,1
13379,Trần Vinh Quang,1
13380,Phạm Thành Đạt,1
13381,Cao Đình Hiếu,1
13382,Nguyễn Quốc Nam Phương,1
13383,Trần Thị Thanh Mai,0
13384,Thái Quốc Bảo,1
13385,Trần Văn Sự,1
13386,Trần Thị Bích Trâm,0
13387,Lê Trung Phong,1
13388,Nguyễn Trần Bá Dũng,1
13389,Dương Đình Đình,0
13390,Võ Thị Mỹ Huệ,0
13391,Nguyễn Thị Phương Anh,0
13392,Nguyễn Thị Hồng Ánh,0
13393,Lưu Thị Kim Hằng,0
13394,Nguyễn Văn Nhân,1
13395,Phạm Chính Tín,1
13396,Lê Thị Mỹ Duyên,0
13397,Phạm Ngọc Mai,0
13398,Phạm Thị Thùy Quyên,0
13399,Mai Thị Tuyết Thảo,0
13400,Mai Thị Xuân Tình,0
13401,Nguyễn Văn Cường,1
13402,Hồ Ngọc Huỳnh Thy,0
13403,Nguyễn Văn TiẾp,1
13404,Đỗ Văn Nhã,1
13405,Võ Thị Thùy Dung,0
13406,Lữ Hữu Nhân,1
13407,Nguyễn Anh Tuấn,1
13408,Dương Thảo Ngọc,0
13409,Nguyễn Huỳnh Tường Vy,0
13410,Đỗ Văn Thịnh,1
13411,Nguyễn Thị Cẩm Phương,0
13412,Nguyễn Thế Sơn,1
13413,Nguyễn Xuân Thành,1
13414,Trần Trung Hải,1
13415,Đỗ Đoàn Hồng Hà,0
13416,Nguyễn Ngọc Kim Dân,0
13417,Hoàng Thị Bích Trâm,0
13418,Đỗ Thị Thạch ThiẾt,0
13419,Lê Thị Hồng Oanh,0
13420,Nguyễn Ngọc Nam,1
13421,Đỗ Thị Hải Yến,0
13422,Nguyễn Phương Thảo,0
13423,Nguyễn Viết Sơn,1
13424,Nguyễn Thị Xuân Hậu,0
13425,Nguyễn Đức Duy,1
13426,Văn Công Hoà,1
13427,Trần Nguyên Anh Phương,1
13428,Phan Nghi Hân,0
13429,Nguyễn Võ Hoàng Sơn,1
13430,Đỗ Thị Long Khánh,0
13431,Nguyễn Minh Quang,1
13432,Đỗ Thị Kim Tồn,0
13433,Đặng Thị Huỳnh Như,0
13434,Trần Thị Tường Vi,0
13435,Nguyễn Ngọc Thịnh,1
13436,Trương Thanh Thiên,1
13437,Nguyễn Văn Tường Duy,1
13438,Lưu Võ Phương Thanh,0
13439,Nguyễn Văn Quân,1
13440,Lê Thị Thường,0
13441,Nguyễn Hồng Huy,1
13442,Phan Minh Kha,1
13443,Nguyễn Tam Giang,1
13444,Nguyễn Văn Hào,1
13445,Hồ Văn Hưng,1
13446,Lê Đặng Thảo Vy,0
13447,Lê Hoàng Vạn Kim,0
13448,Tống Huỳnh Hữu Lộc,1
13449,Phạm Trọng Nghĩa,1
13450,Nguyễn Trần Minh Nhựt,1
13451,Võ Tá Lâm,1
13452,Lê Huy Mẩn,1
13453,Nguyễn Phạm Minh Tuyền,0
13454,Thái Minh Triết,1
13455,Tằng Minh Thuận,1
13456,Nguyễn Hoài Thạch,1
13457,Nguyễn Thị Hồng Ngọc,0
13458,Lương Thị Thảo,0
13459,Nguyễn Thị Ngọc Linh,0
13460,Phạm Đình Học,1
13461,Nguyễn Hoàng Khang,1
13462,Đặng Thị Bảo Ngọc,0
13463,Nguyễn Hữu Huy Bình,1
13464,ĐẬu Văn Tuấn,1
13465,Đỗ Thế Viện,1
13466,Lê Dương Thiện Nhân,1
13467,Nguyễn Bảo Khang,1
13468,Nguyễn Chí Thanh,1
13469,Nguyễn Văn Minh Hiếu,1
13470,Trần Vinh Quang,1
13471,Nguyễn Võ Trãi,1
13472,Phạm Văn Đạt,1
13473,Phạm Trần Thu Quyên,0
13474,Thái Trần Gia Hân,0
13475,Nguyễn Thị Mộng Tình,0
13476,Nguyễn Vũ Tịnh,1
13477,Phan Minh Tịnh,1
13478,Võ Thị Thúy Liễu,0
13479,Nguyễn Lê Trí,1
13480,Hoàng Văn Nghi,1
13481,Nguyễn Thị Hoài Như,0
13482,Trần Trung Hiếu,1
13483,Hà Thị Tú Quyên,0
13484,Võ Thị Tuyết Ngân,0
13485,Phạm Thị PHiếu,0
13486,Nguyễn Thị Thùy Liên,0
13487,Nguyễn Văn Trường,1
13488,Nguyễn Giang Nam,1
13489,Lương Diệp Thịnh,1
13490,Bùi Việt Tiến Tài,1
13491,Nguyễn Đức Minh Duy,1
13492,Lê Thị Anh Kim,0
13493,Trần Hoàng Sơn,1
13494,Nguyễn Ngọc Hải,1
13495,Nguyễn Tuấn Tài,1
13496,Nguyễn Thị Kiều Trang,0
13497,Trần Công Đức,1
13498,Mai SỸ Chính,1
13499,Huỳnh Thị Nhã Phương,0
13500,Huỳnh Ngọc Hương Quỳnh,0
13501,Huỳnh Thị Như Nguyệt,0
13502,Phạm Thị Thanh Nga,0
13503,Nguyễn Trọng Hưng,1
13504,Mai Thị Mỹ Hạnh,1
13505,Lê Ngọc Trường,1
13506,Dương Quang Thắng,1
13507,Lương Văn Chức,1
13508,Nguyễn Thị Linh,0
13509,Phạm ViếtTiến Thành,1
13510,Huỳnh Minh Hiếu,1
13511,Trần Minh Khánh,1
13512,Nguyễn Thị Thanh Hồng,0
13513,Nguyễn Hữu Thắng,1
13514,Nguyễn Thị Thục Trinh,0
13515,Đào Thị Mỹ Duyên,0
13516,Thái Thị Hương,0
13517,Lương Thị Phương Trang,0
13518,Võ Hữu Toàn,1
13519,Trần Thị Yến Kha,0
13520,Trần Thị Thảo Vi,0
13521,Lê Thị Thu Hà,0
13522,Trần Hải,1
13523,Trần Thảo Vinh,1
13524,Thái Anh Tiến,1
13525,Nguyễn Trường Duy,1
13526,Cao Thị Trang,0
13527,Đặng Văn Hải,1
13528,Quang Khánh,1
13529,Hồ Quốc Thư,1
13530,Cao Ngọc Di Quyên,0
13531,Trần Anh Khoa,1
13532,Trần Thị Thuý Kiều,0
13533,Ngô Minh Nhật,1
13534,Nguyễn Thành Nhơn,1
13535,Lê Thị Bích Mỹ,0
13536,Nguyễn Thị Thanh Tuyền,0
13537,Phạm Thị Thu Thảo,0
13538,Phan Hoa ng Nguyên,1
13539,Ngô Thị Thảo Vân,0
13540,Nguyễn Hưng Thịnh,1
13541,Nguyễn Thu Hằng,0
13542,Lê Thị Ngọc Uyên,0
13543,Hồ Đức Trí Mãnh,1
13544,Lê Thị Thu Nghiệp,0
13545,Võ Quốc Bảo,1
13546,Trần Anh Tú,1
13547,Phạm Bá Thức,1
13548,Lê Minh Huy,1
13549,Võ Thị Duy Thảo,0
13550,Nguyễn Văn Toàn,1
13551,Nguyễn Huỳnh Mỹ Thư,0
13552,Phan Vũ Nguyên,1
13553,Nguyễn Thanh Hải,1
13554,Nguyễn Trần Hoàng,1
13555,Nguyễn Gia Bảo,1
13556,Nguyễn Mạnh Hùng,1
13557,Vũ Văn Khương,1
13558,Hà Đăng Tú,1
13559,Võ Trung Nhân,1
13560,Đỗ Đại Thạch,1
13561,Nguyễn Ngọc Thiện,1
13562,Lê Văn Phi,1
13563,Võ Thị Thanh Thùy,0
13564,Nguyễn Hữu Thắng,1
13565,Trần Hoàng Phi Long,1
13566,Lê Thi Thanh Tuyê N,0
13567,Hồ Ngọc Minh Tâm,0
13568,Vỏ Văn Hóa,1
13569,Trần Thanh Tú,1
13570,Nhơn Hoài Duyên,0
13571,Phạm Hoàng Thúy Trinh,0
13572,Nguyễn Tôn Mẫn,1
13573,Sống Song Nguyễn,0
13574,Huỳnh Thị Minh Nhực,0
13575,Võ Đức Bình An,1
13576,Phạm Vũ Nhã Trâm,0
13577,Phạm Huỳnh Như,0
13578,Huỳnh Văn Hiếu,1
13579,Nguyễn Thị Tuyết Hồng,0
13580,Nhan Huỳnh Đức,1
13581,Võ Đoàn Linh Mỹ,0
